"","GEN","LAT","LON","Year","Type","study"
"2031","AbvColusaBr",39.21975,-122.00945,"2014","JSATS","JSATS"
"2041","SteamboatSlough",38.30026,-121.58067,"2014","JSATS","JSATS"
"2051","AntiochBridge",38.023165,-121.751621,"2014","JSATS","JSATS"
"2061","Blw_FRConf",38.77621,-121.60019,"2014","JSATS","JSATS"
"2071","KnightsLanding",38.8229,-121.72411,"2014","JSATS","JSATS"
"2081","BaseSutterSteam",38.18312,-121.65181,"2014","JSATS","JSATS"
"2091","BlwCowCr",40.46013,-122.22765,"2015","JSATS","JSATS"
"2102","Blw_Paynes_Ck",40.2546,-122.1709,"2015","JSATS","JSATS"
"2112","Blw_Paynes_Ck",40.2546,-122.1709,"2015","JSATS","JSATS"
"2121","Blw_Salt",40.14556,-122.151,"2015","JSATS","JSATS"
"2131","Blw_Salt",40.14556,-122.151,"2015","JSATS","JSATS"
"2141","Mill_Ck_Conf",40.03397,-122.11948,"2015","JSATS","JSATS"
"2151","Mill_Ck_Conf",40.0327,-122.11987,"2015","JSATS","JSATS"
"2161","Abv_WoodsonBr",39.91819,-122.0861,"2015","JSATS","JSATS"
"2171","Blw_IrvineFinch",39.73233,-121.9729,"2015","JSATS","JSATS"
"2181","Blw_IrvineFinch",39.73233,-121.9729,"2015","JSATS","JSATS"
"2191","AbvColusaBr",39.22117,-122.00654,"2015","JSATS","JSATS"
"2201","AbvTisdale",39.0364,-121.82918,"2015","JSATS","JSATS"
"2212","AbvTisdale",39.0361,-121.829,"2015","JSATS","JSATS"
"2221","BlwChinaBend",38.88396,-121.81711,"2015","JSATS","JSATS"
"2231","BlwChinaBend",38.88246,-121.81771,"2015","JSATS","JSATS"
"2241","KnightsLanding",38.82319,-121.72336,"2015","JSATS","JSATS"
"2251","Blw_FRConf",38.77815,-121.60226,"2015","JSATS","JSATS"
"2261","I80_Br",38.57117,-121.51629,"2015","JSATS","JSATS"
"2271","SutterSlough",38.33225,-121.58294,"2015","JSATS","JSATS"
"2281","SutterSlough",38.33178,-121.58308,"2015","JSATS","JSATS"
"2291","Hwy84Ferry",38.1901,-121.65765,"2015","JSATS","JSATS"
"2301","Hwy84Ferry",38.19062,-121.66009,"2015","JSATS","JSATS"
"2313","RioVistaBr",38.158994,-121.684739,"2015","JSATS","JSATS"
"2321","RioVistaBr",38.158563,-121.683758,"2015","JSATS","JSATS"
"2331","RioVistaBr",38.156733,-121.67955,"2015","JSATS","JSATS"
"2341","DeckerIsland",38.07916,-121.75954,"2015","JSATS","JSATS"
"2351","DeckerIsland",38.081273,-121.759482,"2015","JSATS","JSATS"
"2361","DeckerIsland",38.07781,-121.75797,"2015","JSATS","JSATS"
"2371","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2381","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2391","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2401","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2413","AbvColusaBr",39.21975,-122.00945,"2015","JSATS","JSATS"
"2421","Blw_Sutter",38.32445,-121.57745,"2015","JSATS","JSATS"
"2431","Blw_Steamboat",38.3,-121.56998,"2015","JSATS","JSATS"
"2441","BlwGeorgiana",38.23825,-121.52699,"2015","JSATS","JSATS"
"2451","BlwGeorgiana",38.23956,-121.52522,"2015","JSATS","JSATS"
"2461","BlwCowCr",40.4608,-122.22787,"2015","JSATS","JSATS"
"2471","Blw_FRConf",38.77573,-121.60178,"2015","JSATS","JSATS"
"2481","SteamboatSlough",38.29958,-121.58037,"2015","JSATS","JSATS"
"2491","SutterSteamJunc",38.25286,-121.60237,"2015","JSATS","JSATS"
"2501","SutterSteamJunc",38.25163,-121.60279,"2015","JSATS","JSATS"
"2513","BaseSutterSteam",38.18312,-121.65181,"2015","JSATS","JSATS"
"2521","AntiochBridge",38.025371,-121.751626,"2015","JSATS","JSATS"
"2531","AntiochBridge",38.024255,-121.751629,"2015","JSATS","JSATS"
"2541","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2551","BlwOrd",39.56478,-122.00032,"2015","JSATS","JSATS"
"2561","Hood",38.36219,-121.52247,"2015","JSATS","JSATS"
"2571","Blw_Sutter",38.32402,-121.57584,"2015","JSATS","JSATS"
"2581","SR_Mouth",38.17236,-121.65096,"2015","JSATS","JSATS"
"2591","SR_Mouth",38.17303,-121.65331,"2015","JSATS","JSATS"
"2601","DeckerIsland",38.07568,-121.75524,"2015","JSATS","JSATS"
"2613","BlwOrd",39.56548,-122.0018,"2015","JSATS","JSATS"
"2621","MeridanBr",39.1427,-121.91838,"2015","JSATS","JSATS"
"2631","Blw_FRConf",38.77409,-121.60043,"2015","JSATS","JSATS"
"2641","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2651","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2661","Benicia",38.04494,-122.1269,"2015","JSATS","JSATS"
"2671","Georgiana_Slough",38.23417,-121.5196,"2015","JSATS","JSATS"
"2681","Georgiana_Slough",38.23388,-121.519,"2015","JSATS","JSATS"
"2691","GeorgeMok",38.12955,-121.58652,"2015","JSATS","JSATS"
"2701","GeorgeMok",38.12946,-121.58521,"2015","JSATS","JSATS"
"2713","AntiochBridge",38.027212,-121.751816,"2015","JSATS","JSATS"
"2721","AntiochBridge",38.028459,-121.75183,"2015","JSATS","JSATS"
"2731","ThreeMile",38.113547,-121.687289,"2015","JSATS","JSATS"
"2741","AntiochBridge",38.026202,-121.751644,"2015","JSATS","JSATS"
"2751","AntiochBridge",38.023165,-121.751621,"2015","JSATS","JSATS"
"2761","I80_Br",38.570663,-121.515708,"2015","JSATS","JSATS"
"2771","Freeport",38.46467,-121.505,"2015","JSATS","JSATS"
"2781","Freeport",38.46467,-121.505,"2015","JSATS","JSATS"
"2791","Above_Hood",38.36794,-121.5223,"2015","JSATS","JSATS"
"2801","SteamboatSlough",38.30026,-121.58067,"2015","JSATS","JSATS"
"2812","AntiochBridge",38.02205,-121.751612,"2015","JSATS","JSATS"
"2821","AbvTisdale",39.0366,-121.829,"2015","JSATS","JSATS"
"2831","BaseSutterSteam",38.18331,-121.65601,"2015","JSATS","JSATS"
"2841","MinorBlwSutter",38.28386,-121.60406,"2015","JSATS","JSATS"
"2851","MinorBlwSutter",38.28379,-121.60348,"2015","JSATS","JSATS"
"2861","BlwCowCr",40.4608,-122.22787,"2016","JSATS","JSATS"
"2871","BlwCowCr",40.46013,-122.22765,"2016","JSATS","JSATS"
"2881","Blw_Paynes_Ck",40.2546,-122.1709,"2016","JSATS","JSATS"
"2891","Blw_Paynes_Ck",40.2546,-122.1709,"2016","JSATS","JSATS"
"2901","Blw_Salt",40.14556,-122.151,"2016","JSATS","JSATS"
"2912","Blw_Salt",40.14556,-122.151,"2016","JSATS","JSATS"
"2921","Mill_Ck_Conf",40.0327,-122.11987,"2016","JSATS","JSATS"
"2931","Abv_WoodsonBr",39.91819,-122.0861,"2016","JSATS","JSATS"
"2941","Abv_WoodsonBr",39.91819,-122.0861,"2016","JSATS","JSATS"
"2951","Blw_IrvineFinch",39.73233,-121.9729,"2016","JSATS","JSATS"
"2961","Blw_IrvineFinch",39.73233,-121.9729,"2016","JSATS","JSATS"
"2971","BlwOrd",39.56548,-122.0018,"2016","JSATS","JSATS"
"2981","BlwOrd",39.56478,-122.00032,"2016","JSATS","JSATS"
"2991","AbvColusaBr",39.22117,-122.00654,"2016","JSATS","JSATS"
"3001","AbvColusaBr",39.21975,-122.00945,"2016","JSATS","JSATS"
"3012","MeridanBr",39.1427,-121.91838,"2016","JSATS","JSATS"
"3021","AbvTisdale",39.0366,-121.829,"2016","JSATS","JSATS"
"3031","AbvTisdale",39.0361,-121.829,"2016","JSATS","JSATS"
"3041","AbvTisdale",39.0357,-121.829,"2016","JSATS","JSATS"
"3051","BlwChinaBend",38.88396,-121.81711,"2016","JSATS","JSATS"
"3061","BlwChinaBend",38.88246,-121.81771,"2016","JSATS","JSATS"
"3071","KnightsLandingBr",38.8026,-121.72,"2016","JSATS","JSATS"
"3081","KnightsLandingBr",38.8026,-121.72,"2016","JSATS","JSATS"
"3091","KnightsLandingBr",38.8026,-121.72,"2016","JSATS","JSATS"
"3102","TowerBridge",38.58046,-121.5087,"2016","JSATS","JSATS"
"3112","TowerBridge",38.58046,-121.5087,"2016","JSATS","JSATS"
"3121","I80_Br",38.570663,-121.515708,"2016","JSATS","JSATS"
"3131","I80_Br",38.57117,-121.51629,"2016","JSATS","JSATS"
"3141","SacTrawl1",38.54071,-121.51201,"2016","JSATS","JSATS"
"3151","SacTrawl1",38.5414,-121.5134,"2016","JSATS","JSATS"
"3161","SacTrawl2",38.53729,-121.51524,"2016","JSATS","JSATS"
"3171","Freeport",38.46467,-121.505,"2016","JSATS","JSATS"
"3181","Freeport",38.46467,-121.505,"2016","JSATS","JSATS"
"3191","Hood_RT",38.37464,-121.52444,"2016","JSATS","JSATS"
"3201","Hood_RT",38.3741,-121.523,"2016","JSATS","JSATS"
"3213","Blw_Sutter",38.32445,-121.57745,"2016","JSATS","JSATS"
"3221","Blw_Sutter",38.32402,-121.57584,"2016","JSATS","JSATS"
"3231","Blw_Steamboat",38.3,-121.56998,"2016","JSATS","JSATS"
"3241","Blw_Steamboat",38.30004,-121.56871,"2016","JSATS","JSATS"
"3251","SR_Mouth",38.17236,-121.65096,"2016","JSATS","JSATS"
"3261","SR_Mouth",38.17303,-121.65331,"2016","JSATS","JSATS"
"3271","Hwy84Ferry",38.1901,-121.65765,"2016","JSATS","JSATS"
"3281","Hwy84Ferry",38.19062,-121.66009,"2016","JSATS","JSATS"
"3291","RioVistaBr",38.158994,-121.684739,"2016","JSATS","JSATS"
"3301","DeckerIsland",38.07916,-121.75954,"2016","JSATS","JSATS"
"3313","ChippsW",38.047743,-121.915287,"2016","JSATS","JSATS"
"3321","ChippsW",38.046298,-121.915567,"2016","JSATS","JSATS"
"3331","ChippsW",38.043436,-121.916078,"2016","JSATS","JSATS"
"3341","ChippsW",38.044822,-121.915819,"2016","JSATS","JSATS"
"3351","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3361","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3371","Mill_Ck_Conf",40.03397,-122.11948,"2016","JSATS","JSATS"
"3381","Blw_FRConf",38.777041,-121.601474,"2016","JSATS","JSATS"
"3391","SteamboatSlough",38.29958,-121.58037,"2016","JSATS","JSATS"
"3401","SteamboatSlough",38.30026,-121.58067,"2016","JSATS","JSATS"
"3412","SutterSteamJunc",38.25286,-121.60237,"2016","JSATS","JSATS"
"3421","SutterSteamJunc",38.25163,-121.60279,"2016","JSATS","JSATS"
"3431","BaseSutterSteam",38.18331,-121.65601,"2016","JSATS","JSATS"
"3441","BaseSutterSteam",38.18312,-121.65181,"2016","JSATS","JSATS"
"3451","DeckerIsland",38.07781,-121.75797,"2016","JSATS","JSATS"
"3461","DeckerIsland",38.081273,-121.759482,"2016","JSATS","JSATS"
"3471","DeckerIsland",38.07568,-121.75524,"2016","JSATS","JSATS"
"3481","ChippsW",38.049103,-121.915108,"2016","JSATS","JSATS"
"3491","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3501","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3512","Blw_FRConf",38.7766,-121.603,"2016","JSATS","JSATS"
"3521","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3531","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3541","GeorgeMok",38.12946,-121.58521,"2016","JSATS","JSATS"
"3551","GeorgeMok",38.12955,-121.58652,"2016","JSATS","JSATS"
"3561","AntiochBridge",38.028459,-121.75183,"2016","JSATS","JSATS"
"3571","AntiochBridge",38.026202,-121.751644,"2016","JSATS","JSATS"
"3581","AntiochBridge",38.023165,-121.751621,"2016","JSATS","JSATS"
"3591","YB_LibertyIsBase",38.22411,-121.67524,"2016","JSATS","JSATS"
"3601","Blw_FRConf",38.77409,-121.60043,"2016","JSATS","JSATS"
"3612","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3621","Mok_SF_Blw_Hwy12",38.10911,-121.50105,"2016","JSATS","JSATS"
"3631","GCID_blw",39.79212,-122.03654,"2016","JSATS","JSATS"
"3641","GCID_blw",39.79022,-122.03549,"2016","JSATS","JSATS"
"3651","Benicia",38.04494,-122.1269,"2016","JSATS","JSATS"
"3661","SutterSlough",38.33178,-121.58308,"2016","JSATS","JSATS"
"3671","MinorBlwSutter",38.28386,-121.60406,"2016","JSATS","JSATS"
"3681","ThreeMile",38.11595,-121.68571,"2016","JSATS","JSATS"
"3691","MinorBlwSutter",38.28379,-121.60348,"2016","JSATS","JSATS"
"3701","AntiochBridge",38.027212,-121.751816,"2016","JSATS","JSATS"
"3712","ToeDrainBase",38.29076,-121.6608,"2016","JSATS","JSATS"
"3721","ToeDrainBase",38.2911,-121.66113,"2016","JSATS","JSATS"
"3731","AntiochBridge",38.024255,-121.751629,"2016","JSATS","JSATS"
"3741","MillCk2",40.04606,-122.0944,"2017","JSATS","JSATS"
"3751","Colusa BC3",39.13037,-121.93552,"2017","JSATS","JSATS"
"3761","MillCk1.5",40.0526,-122.05846,"2017","JSATS","JSATS"
"3771","AR_RanchoCordova",38.61468,-121.30276,"2016","JSATS","JSATS"
"3781","AR_Downstream_WattAve",38.56572,-121.39069,"2016","JSATS","JSATS"
"3791","AR_Upstream_Hwy80",38.58339,-121.44109,"2016","JSATS","JSATS"
"3801","AR_Mouth",38.59999,-121.50684,"2016","JSATS","JSATS"
"3812","AR_Mouth",38.60054,-121.50615,"2016","JSATS","JSATS"
"3821","BlwGeorgiana",38.23825,-121.52699,"2016","JSATS","JSATS"
"3831","BlwGeorgiana",38.23956,-121.52522,"2016","JSATS","JSATS"
"3841","RioVistaBr",38.158563,-121.683758,"2016","JSATS","JSATS"
"3851","AR_RanchoCordova",38.61468,-121.30276,"2017","JSATS","JSATS"
"3861","AR_Downstream_WattAve",38.56572,-121.39069,"2017","JSATS","JSATS"
"3871","AR_Mouth",38.60054,-121.50615,"2017","JSATS","JSATS"
"3881","AR_Mouth",38.59999,-121.50684,"2017","JSATS","JSATS"
"3891","RedBluffDivDam",40.153009,-122.198238,"2017","JSATS","JSATS"
"3901","RedBluffDivDam",40.153702,-122.19318,"2017","JSATS","JSATS"
"3912","Butte1",39.09834,-121.75655,"2015","JSATS","JSATS"
"3921","Butte2",39.00687,-121.72227,"2015","JSATS","JSATS"
"3931","Butte3",38.92734,-121.62995,"2015","JSATS","JSATS"
"3941","Butte5",38.85305,-121.65151,"2015","JSATS","JSATS"
"3951","Butte6",38.78346,-121.63226,"2015","JSATS","JSATS"
"3961","Above_Hood",38.36805,-121.52071,"2015","JSATS","JSATS"
"3971","Blw_Hood",38.34518,-121.55553,"2015","JSATS","JSATS"
"3981","Butte0.5",39.102003,-121.75864,"2016","JSATS","JSATS"
"3991","Butte1",39.09834,-121.75655,"2016","JSATS","JSATS"
"4001","Butte2",39.00687,-121.72227,"2016","JSATS","JSATS"
"4012","Butte3",38.92734,-121.62995,"2016","JSATS","JSATS"
"4021","Butte5",38.85305,-121.65151,"2016","JSATS","JSATS"
"4031","Butte6",38.78346,-121.63226,"2016","JSATS","JSATS"
"4041","Butte4",38.915024,-121.625419,"2016","JSATS","JSATS"
"4051","CoxRiffle",39.33378,-121.63266,"2013","JSATS","JSATS"
"4061","CoxRiffle",39.33367,-121.63306,"2013","JSATS","JSATS"
"4071","SunsetPumps",39.25139,-121.63476,"2013","JSATS","JSATS"
"4081","SunsetPumps",39.25153,-121.63518,"2013","JSATS","JSATS"
"4091","ShanghaiBend",39.09114,-121.5955,"2013","JSATS","JSATS"
"4102","ShanghaiBend",39.09114,-121.5955,"2013","JSATS","JSATS"
"4112","StarBend",39.00988,-121.5938,"2013","JSATS","JSATS"
"4121","BC_Beach",38.88226,-121.614,"2013","JSATS","JSATS"
"4131","Blw_FRConf",38.77815,-121.60226,"2013","JSATS","JSATS"
"4141","Blw_FRConf",38.77573,-121.60178,"2013","JSATS","JSATS"
"4151","Hood",38.36219,-121.52247,"2013","JSATS","JSATS"
"4161","Blw_Sutter",38.32402,-121.57584,"2013","JSATS","JSATS"
"4171","Hwy84Ferry",38.1901,-121.65765,"2013","JSATS","JSATS"
"4181","Hwy84Ferry",38.19062,-121.66009,"2013","JSATS","JSATS"
"4191","Benicia",38.04494,-122.1269,"2013","JSATS","JSATS"
"4201","BC_Beach",38.88226,-121.614,"2013","JSATS","JSATS"
"4212","Hood",38.3617,-121.52033,"2013","JSATS","JSATS"
"4221","SteamboatSlough",38.30026,-121.58067,"2013","JSATS","JSATS"
"4231","SutterSteamJunc",38.25163,-121.60279,"2013","JSATS","JSATS"
"4241","SutterSteamJunc",38.25286,-121.60237,"2013","JSATS","JSATS"
"4251","BaseSutterSteam",38.18331,-121.65601,"2013","JSATS","JSATS"
"4261","BC_Beach",38.88226,-121.614,"2013","JSATS","JSATS"
"4271","Blw_Sutter",38.32445,-121.57745,"2013","JSATS","JSATS"
"4281","Georgiana_Slough",38.23417,-121.5196,"2013","JSATS","JSATS"
"4291","Georgiana_Slough",38.23388,-121.519,"2013","JSATS","JSATS"
"4301","GeorgeMok",38.12946,-121.58521,"2013","JSATS","JSATS"
"4312","GeorgeMok",38.12955,-121.58652,"2013","JSATS","JSATS"
"4321","AntiochBridge",38.026202,-121.751644,"2013","JSATS","JSATS"
"4331","AntiochBridge",38.027212,-121.751816,"2013","JSATS","JSATS"
"4341","AntiochBridge",38.024255,-121.751629,"2013","JSATS","JSATS"
"4351","AntiochBridge",38.025371,-121.751626,"2013","JSATS","JSATS"
"4361","SJ_JerseyPt",38.05002,-121.6907,"2013","JSATS","JSATS"
"4371","SJ_JerseyPt",38.04856,-121.69155,"2013","JSATS","JSATS"
"4381","AntiochBridge",38.02205,-121.751612,"2013","JSATS","JSATS"
"4391","AntiochBridge",38.023165,-121.751621,"2013","JSATS","JSATS"
"4401","AntiochBridge",38.02095,-121.751611,"2013","JSATS","JSATS"
"4412","SteamboatSlough",38.29958,-121.58037,"2013","JSATS","JSATS"
"4421","BaseSutterSteam",38.18312,-121.65181,"2013","JSATS","JSATS"
"4431","SutterSlough",38.33225,-121.58294,"2013","JSATS","JSATS"
"4441","ThreeMile",38.113547,-121.687289,"2013","JSATS","JSATS"
"4451","SJ_JerseyPt",38.05212,-121.69429,"2013","JSATS","JSATS"
"4461","Benicia",38.04494,-122.1269,"2013","JSATS","JSATS"
"4471","Benicia",38.04494,-122.1269,"2013","JSATS","JSATS"
"4481","BattleCk1",40.39827,-122.14959,"2016","JSATS","JSATS"
"4491","AntiochBridge",38.025371,-121.751626,"2016","JSATS","JSATS"
"4501","AntiochBridge",38.02095,-121.751611,"2016","JSATS","JSATS"
"4512","BattleCk4",40.36007,-122.1735,"2017","JSATS","JSATS"
"4521","BattleCk4",40.3609,-122.1761,"2017","JSATS","JSATS"
"4531","I80_Br",38.57117,-121.515708,"2017","JSATS","JSATS"
"4541","BattleCk1",40.39827,-122.14959,"2017","JSATS","JSATS"
"4551","AntiochBridge",38.028459,-121.75183,"2013","JSATS","JSATS"
"4561","Mok_NF_end",38.14326,-121.56091,"2013","JSATS","JSATS"
"4571","Blw_Paynes_Ck",40.2546,-122.1709,"2013","JSATS","JSATS"
"4581","Blw_Paynes_Ck",40.2546,-122.1709,"2013","JSATS","JSATS"
"4591","Mill_Ck_Conf",40.03397,-122.11948,"2013","JSATS","JSATS"
"4601","Mill_Ck_Conf",40.0327,-122.11987,"2013","JSATS","JSATS"
"4612","Blw_IrvineFinch",39.73233,-121.9729,"2013","JSATS","JSATS"
"4621","Abv Grimes",39.0962,-121.8962833,"2013","JSATS","JSATS"
"4631","BlwTisdale",38.98941,-121.80463,"2013","JSATS","JSATS"
"4641","BlwChinaBend",38.88396,-121.81711,"2013","JSATS","JSATS"
"4651","BlwChinaBend",38.88246,-121.81771,"2013","JSATS","JSATS"
"4661","AbvColusaBr",39.21975,-122.00945,"2013","JSATS","JSATS"
"4671","Blw_Hood",38.34365,-121.5552,"2015","JSATS","JSATS"
"4681","YB_LibertyIsBase",38.2243,-121.67281,"2015","JSATS","JSATS"
"4691","ThreeMile",38.11595,-121.68571,"2015","JSATS","JSATS"
"4701","AR_Sunrise_Ramp",NA,NA,"2016","JSATS","JSATS"
"4712","AR_Sunrise_Ramp",NA,NA,"2017","JSATS","JSATS"
"4721","BattleCk_CNFH",NA,NA,"2012","JSATS","JSATS"
"4731","Blw_Paynes_Ck",40.2546,-122.1709,"2012","JSATS","JSATS"
"4741","Abv_WoodsonBr",39.91819,-122.0861,"2012","JSATS","JSATS"
"4751","Blw_IrvineFinch",39.73233,-121.9729,"2012","JSATS","JSATS"
"4761","Freeport",38.46467,-121.505,"2012","JSATS","JSATS"
"4771","Benicia",38.04494,-122.1269,"2012","JSATS","JSATS"
"4781","Blw_Salt",40.14556,-122.151,"2012","JSATS","JSATS"
"4791","KnightsLandingBr",38.8026,-121.72,"2012","JSATS","JSATS"
"4801","TowerBridge",38.58046,-121.5087,"2012","JSATS","JSATS"
"4812","BattleCk_CNFH",NA,NA,"2013","JSATS","JSATS"
"4821","BattleCk_CNFH",NA,NA,"2017","JSATS","JSATS"
"4831","BattleCk_CNFH",NA,NA,"2016","JSATS","JSATS"
"4841","Riverbank_Marina_Rel",NA,NA,"2012","JSATS","JSATS"
"4851","Hood_Rel",NA,NA,"2015","JSATS","JSATS"
"4861","StarBend",39.00988,-121.5938,"2012","JSATS","JSATS"
"4871","FR_Goose",39.40632,-121.6164,"2012","JSATS","JSATS"
"4881","ShanghaiBend",39.09114,-121.5955,"2012","JSATS","JSATS"
"4891","FR_Verona",38.81675,-121.6385,"2012","JSATS","JSATS"
"4901","Gridley_Rel",NA,NA,"2013","JSATS","JSATS"
"4912","FR Boyds Release",NA,NA,"2013","JSATS","JSATS"
"4921","FR Boyds Release",NA,NA,"2014","JSATS","JSATS"
"4931","BoydsPump",39.0518,-121.6104,"2014","JSATS","JSATS"
"4941","StarBend",39.00988,-121.5938,"2014","JSATS","JSATS"
"4951","BC_Beach",38.88226,-121.614,"2014","JSATS","JSATS"
"4961","MillCk_RST_Rel",NA,NA,"2013","JSATS","JSATS"
"4971","MillCk2",40.04606,-122.0944,"2013","JSATS","JSATS"
"4981","MillCk_RST_Rel",NA,NA,"2017","JSATS","JSATS"
"4991","SutterBypass Weir2 RST",NA,NA,"2015","JSATS","JSATS"
"5001","SutterBypass Weir2 RST",NA,NA,"2016","JSATS","JSATS"
"5012","SutterBypass Weir2 RST",NA,NA,"2017","JSATS","JSATS"
"5021","Tisdale Release",NA,NA,"2013","JSATS","JSATS"
"5031","Caldwell Park_Rel",NA,NA,"2013","JSATS","JSATS"
"5041","Hwy 44 Bridge",40.58691,-122.3689,"2013","JSATS","JSATS"
"5051","Blw_Cypress",40.56015,-122.3742,"2013","JSATS","JSATS"
"5061","Blw_ClearCr",40.49729,-122.3573,"2013","JSATS","JSATS"
"5071","Caldwell Park_Rel",NA,NA,"2014","JSATS","JSATS"
"5081","Blw_Cypress",40.56015,-122.3742,"2014","JSATS","JSATS"
"5091","Blw_ClearCr",40.49729,-122.3573,"2014","JSATS","JSATS"
"5101","Caldwell Park_Rel",NA,NA,"2015","JSATS","JSATS"
"5112","Blw_Cypress",40.56015,-122.3742,"2015","JSATS","JSATS"
"5121","Blw_ClearCr",40.49729,-122.3573,"2015","JSATS","JSATS"
"5131","Bonnyview_Rel",NA,NA,"2016","JSATS","JSATS"
"5141","Blw_ClearCr",40.49729,-122.3573,"2016","JSATS","JSATS"
"5151","Caldwell Park_Rel",NA,NA,"2017","JSATS","JSATS"
"5161","Blw_Cypress",40.56015,-122.3742,"2017","JSATS","JSATS"
