"","Name_corr","mean_Total_Length"
"652","MS10-Chipps",110600.075508333
"653","MS10-Georgiana",70822.668994
"654","MS10-I_80_1",117749.47494
"655","MS10-KLB",31895.690173
"656","MS10-Lisbon",106902.7744
"657","MS10-Miner",76541.080454
"658","MS10-MS01",30094.919364
"659","MS10-MS02",26976.065301
"660","MS10-MS03",25522.3613846667
"661","MS10-MS04",24716.388786
"662","MS10-MS05",23663.461454
"663","MS10-MS06",20067.2044093333
"664","MS10-MS07",16898.661726
"665","MS10-MS08",9471.96635226667
"666","MS10-MS09",5707.9277633
"667","MS10-MS10",166.5384612856
"668","MS10-MS11",121909.94214
"669","MS10-MS12",20568.6694373333
"670","MS10-MS13",42480.495032
"671","MS10-MS14",69727.5493016
"672","MS10-MS15",81014.4687
"673","MS10-MS16",73585.213844
"674","MS10-RM61",14940.401294
"675","MS10-RM71",2044.6707832
"676","MS10-RM80_5",17639.309174
"677","MS10-RM88",27855.090639
"678","MS10-Rstr",92343.140937
"679","MS10-SacMouth",82055.776122
"680","MS10-Sacramento_Release",38610.650944
"681","MS10-Steamboat",63710.112962
"682","MS10-Sutter",58631.803702
"683","MS10-UpperMiner",67785.34103
"684","MS10-Yolo_Release",130729.04494
"685","MS11-Base_TD",43887.6052
"686","MS11-BaseSteamboat",50913.3095
"687","MS11-BC_joint",44368.720305
"688","MS11-Chipps",81443.24850375
"689","MS11-Georgiana",71341.07245
"690","MS11-I_80_1",4160.467202
"691","MS11-KLB",153805.63235
"692","MS11-Lisbon",15007.16775
"693","MS11-Miner",45368.86169
"694","MS11-MS01",152004.861475
"695","MS11-MS02",148886.00745
"696","MS11-MS03",147432.3035
"697","MS11-MS04",146626.330925
"698","MS11-MS05",145573.4036
"699","MS11-MS06",141977.146566667
"700","MS11-MS07",138808.60385
"701","MS11-MS08",131381.908533333
"702","MS11-MS09",127617.8699
"703","MS11-MS10",121909.94214
"704","MS11-MS11",0
"705","MS11-MS12",101341.2727
"706","MS11-MS13",79429.447112
"707","MS11-MS14",69200.182738
"708","MS11-MS15",83469.2462
"709","MS11-MS16",56427.47306
"710","MS11-RM61",106969.5408
"711","MS11-RM71",123954.61295
"712","MS11-RM80_5",139549.2513
"713","MS11-RM88",149765.0328
"714","MS11-Rstr",29566.80121
"715","MS11-SacMouth",52898.94912
"716","MS11-Sacramento_Release",160520.5931
"717","MS11-Steamboat",64829.47798
"718","MS11-Sutter",63278.13844
"719","MS11-UpperMiner",54124.60111
"720","MS11-Yolo_Release",8819.102792
"721","MS12-Base_TD",64082.1549483333
"722","MS12-BaseSteamboat",58530.7079633333
"723","MS12-BC_joint",67150.7818861111
"724","MS12-Chipps",90031.4060695833
"725","MS12-Georgiana",50253.9995533333
"726","MS12-I_80_1",97180.8055033333
"727","MS12-KLB",52464.3596116667
"728","MS12-Lisbon",86334.1049633333
"729","MS12-Miner",55972.4110133333
"730","MS12-MS01",50663.5888008333
"731","MS12-MS02",47544.7347375
"732","MS12-MS03",46091.03082
"733","MS12-MS04",45285.0582225
"734","MS12-MS05",44232.1308916667
"735","MS12-MS06",40635.8738488889
"736","MS12-MS07",37467.3311616667
"737","MS12-MS08",30040.63579
"738","MS12-MS09",26276.5971983333
"739","MS12-MS10",20568.6694373333
"740","MS12-MS11",101341.2727
"741","MS12-MS12",46.9336542777778
"742","MS12-MS13",21911.825596
"743","MS12-MS14",49158.8798673333
"744","MS12-MS15",60445.7992633333
"745","MS12-MS16",53016.54441
"746","MS12-RM61",5628.268142
"747","MS12-RM71",22613.3402183333
"748","MS12-RM80_5",38207.9786066667
"749","MS12-RM88",48423.7600766667
"750","MS12-Rstr",71774.4715016667
"751","MS12-SacMouth",61487.1066833333
"752","MS12-Sacramento_Release",59179.32038
"753","MS12-Steamboat",43141.4435233333
"754","MS12-Sutter",38063.1342633333
"755","MS12-UpperMiner",47216.6715933333
"756","MS12-Yolo_Release",110160.3755
"757","MS13-Base_TD",42170.329353
"758","MS13-BaseSteamboat",36618.882368
"759","MS13-BC_joint",45238.956292
"760","MS13-Chipps",68119.5804751667
"761","MS13-Georgiana",28342.173962
"762","MS13-I_80_1",75268.97991
"763","MS13-KLB",74376.185205
"764","MS13-Lisbon",64422.279366
"765","MS13-Miner",34060.585422
"766","MS13-MS01",72575.4143965
"767","MS13-MS02",69456.560333
"768","MS13-MS03",68002.856418
"769","MS13-MS04",67196.8838185
"770","MS13-MS05",66143.956486
"771","MS13-MS06",62547.6994413333
"772","MS13-MS07",59379.156757
"773","MS13-MS08",51952.461384
"774","MS13-MS09",48188.422796
"775","MS13-MS10",42480.495032
"776","MS13-MS11",79429.447112
"777","MS13-MS12",21911.825596
"778","MS13-MS13",182.0950938432
"779","MS13-MS14",27247.0542692
"780","MS13-MS15",38533.973666
"781","MS13-MS16",31104.718812
"782","MS13-RM61",27540.093738
"783","MS13-RM71",44525.165817
"784","MS13-RM80_5",60119.804206
"785","MS13-RM88",70335.585672
"786","MS13-Rstr",49862.645905
"787","MS13-SacMouth",39575.28109
"788","MS13-Sacramento_Release",81091.145976
"789","MS13-Steamboat",21229.617928
"790","MS13-Sutter",16151.30867
"791","MS13-UpperMiner",25304.845996
"792","MS13-Yolo_Release",88248.549904
"793","MS14-Base_TD",31941.064978
"794","MS14-BaseSteamboat",20658.1444704
"795","MS14-BC_joint",34776.5215036667
"796","MS14-Chipps",50685.3750176667
"797","MS14-Georgiana",8560.66499446
"798","MS14-I_80_1",65039.715536
"799","MS14-KLB",101623.239479
"800","MS14-Lisbon",54193.014994
"801","MS14-Miner",25352.694892
"802","MS14-MS01",99822.4686735
"803","MS14-MS02",96703.6145985
"804","MS14-MS03",95249.9106886667
"805","MS14-MS04",94443.9380915
"806","MS14-MS05",93391.0107565
"807","MS14-MS06",89794.7537093333
"808","MS14-MS07",86626.211027
"809","MS14-MS08",79199.515654
"810","MS14-MS09",75435.477066
"811","MS14-MS10",69727.5493016
"812","MS14-MS11",69200.182738
"813","MS14-MS12",49158.8798673333
"814","MS14-MS13",27247.0542692
"815","MS14-MS14",11421.806731352
"816","MS14-MS15",19010.932196
"817","MS14-MS16",18840.8375334
"818","MS14-RM61",54787.148006
"819","MS14-RM71",71772.220085
"820","MS14-RM80_5",87366.858474
"821","MS14-RM88",97582.63994
"822","MS14-Rstr",39633.381531
"823","MS14-SacMouth",20066.864724
"824","MS14-Sacramento_Release",108338.200234
"825","MS14-Steamboat",11459.554691
"826","MS14-Sutter",11545.31395614
"827","MS14-UpperMiner",18045.7715868
"828","MS14-Yolo_Release",78019.28553
"829","MS15-Base_TD",46210.12844
"830","MS15-BaseSteamboat",33526.6958
"831","MS15-BC_joint",48987.2923583333
"832","MS15-Chipps",54518.1664141667
"833","MS15-Georgiana",12748.21268
"834","MS15-I_80_1",79308.779
"835","MS15-KLB",112910.15885
"836","MS15-Lisbon",68462.07845
"837","MS15-Miner",40002.10181
"838","MS15-MS01",111109.388075
"839","MS15-MS02",107990.534
"840","MS15-MS03",106536.8301
"841","MS15-MS04",105730.857475
"842","MS15-MS05",104677.93015
"843","MS15-MS06",101081.673103333
"844","MS15-MS07",97913.1304225
"845","MS15-MS08",90486.4350533333
"846","MS15-MS09",86722.39646
"847","MS15-MS10",81014.4687
"848","MS15-MS11",83469.2462
"849","MS15-MS12",60445.7992633333
"850","MS15-MS13",38533.973666
"851","MS15-MS14",19010.932196
"852","MS15-MS15",0
"853","MS15-MS16",32676.79421
"854","MS15-RM61",66074.0674
"855","MS15-RM71",83059.13948
"856","MS15-RM80_5",98653.77787
"857","MS15-RM88",108869.5593
"858","MS15-Rstr",53902.44499
"859","MS15-SacMouth",30570.29708
"860","MS15-Sacramento_Release",119625.1196
"861","MS15-Steamboat",22801.69333
"862","MS15-Sutter",22944.62545
"863","MS15-UpperMiner",32098.16277
"864","MS15-Yolo_Release",92288.34899
"865","MS16-Base_TD",19168.3553
"866","MS16-BaseSteamboat",5514.163555
"867","MS16-BC_joint",21945.5192183333
"868","MS16-Chipps",37014.86166375
"869","MS16-Georgiana",22484.99451
"870","MS16-I_80_1",52267.00585
"871","MS16-KLB",105480.90405
"872","MS16-Lisbon",41420.30531
"873","MS16-Miner",12960.32867
"874","MS16-MS01",103680.133175
"875","MS16-MS02",100561.27915
"876","MS16-MS03",99107.5752333333
"877","MS16-MS04",98301.60263
"878","MS16-MS05",97248.6752975
"879","MS16-MS06",93652.4182533333
"880","MS16-MS07",90483.87557
"881","MS16-MS08",83057.1801966667
"882","MS16-MS09",79293.14161
"883","MS16-MS10",73585.213844
"884","MS16-MS11",56427.47306
"885","MS16-MS12",53016.54441
"886","MS16-MS13",31104.718812
"887","MS16-MS14",18840.8375334
"888","MS16-MS15",32676.79421
"889","MS16-MS16",0
"890","MS16-RM61",58644.81255
"891","MS16-RM71",75629.88463
"892","MS16-RM80_5",91224.52302
"893","MS16-RM88",101440.3045
"894","MS16-Rstr",26860.67185
"895","MS16-SacMouth",8470.562276
"896","MS16-Sacramento_Release",112195.8648
"897","MS16-Steamboat",9875.100885
"898","MS16-Sutter",15515.37059
"899","MS16-UpperMiner",11682.88306
"900","MS16-Yolo_Release",65246.57585
"901","RM61-Base_TD",69710.42309
"902","RM61-BaseSteamboat",64158.9761
"903","RM61-BC_joint",72779.05003
"904","RM61-Chipps",95659.67421375
"905","RM61-Georgiana",55882.2677
"906","RM61-I_80_1",102809.0736
"907","RM61-KLB",46836.091465
"908","RM61-Lisbon",91962.3731
"909","RM61-Miner",61600.67916
"910","RM61-MS01",45035.32066
"911","RM61-MS02",41916.466595
"912","RM61-MS03",40462.7626833333
"913","RM61-MS04",39656.79008
"914","RM61-MS05",38603.8627475
"915","RM61-MS06",35007.6057033333
"916","RM61-MS07",31839.06302
"917","RM61-MS08",24412.3676466667
"918","RM61-MS09",20648.32906
"919","RM61-MS10",14940.401294
"920","RM61-MS11",106969.5408
"921","RM61-MS12",5628.268142
"922","RM61-MS13",27540.093738
"923","RM61-MS14",54787.148006
"924","RM61-MS15",66074.0674
"925","RM61-MS16",58644.81255
"926","RM61-RM61",0
"927","RM61-RM71",16985.07208
"928","RM61-RM80_5",32579.71047
"929","RM61-RM88",42795.491935
"930","RM61-Rstr",77402.73964
"931","RM61-SacMouth",67115.37483
"932","RM61-Sacramento_Release",53551.05224
"933","RM61-Steamboat",48769.71167
"934","RM61-Sutter",43691.40241
"935","RM61-UpperMiner",52844.93973
"936","RM61-Yolo_Release",115788.6436
"937","RM71-Base_TD",86695.49517
"938","RM71-BaseSteamboat",81144.04818
"939","RM71-BC_joint",89764.1221016667
"940","RM71-Chipps",112644.746295833
"941","RM71-Georgiana",72867.339775
"942","RM71-I_80_1",119794.14575
"943","RM71-KLB",29851.01939
"944","RM71-Lisbon",108947.44515
"945","RM71-Miner",78585.75124
"946","RM71-MS01",28050.24858125
"947","RM71-MS02",24931.3945175
"948","RM71-MS03",23477.6906033333
"949","RM71-MS04",22671.7180025
"950","RM71-MS05",21618.79067125
"951","RM71-MS06",18022.533625
"952","RM71-MS07",14853.99094125
"953","RM71-MS08",7427.29556916667
"954","RM71-MS09",3663.25698
"955","RM71-MS10",2044.6707832
"956","RM71-MS11",123954.61295
"957","RM71-MS12",22613.3402183333
"958","RM71-MS13",44525.165817
"959","RM71-MS14",71772.220085
"960","RM71-MS15",83059.13948
"961","RM71-MS16",75629.88463
"962","RM71-RM61",16985.07208
"963","RM71-RM71",2.623648203
"964","RM71-RM80_5",15594.63839
"965","RM71-RM88",25810.4198575
"966","RM71-Rstr",94387.81172
"967","RM71-SacMouth",84100.446905
"968","RM71-Sacramento_Release",36565.98016
"969","RM71-Steamboat",65754.783745
"970","RM71-Sutter",60676.474485
"971","RM71-UpperMiner",69830.01181
"972","RM71-Yolo_Release",132773.71575
"973","RM80_5-Base_TD",102290.13355
"974","RM80_5-BaseSteamboat",96738.68657
"975","RM80_5-BC_joint",105358.760496667
"976","RM80_5-Chipps",128239.384695833
"977","RM80_5-Georgiana",88461.97817
"978","RM80_5-I_80_1",135388.7841
"979","RM80_5-KLB",14256.381
"980","RM80_5-Lisbon",124542.0836
"981","RM80_5-Miner",94180.38963
"982","RM80_5-MS01",12455.61019
"983","RM80_5-MS02",9336.7561275
"984","RM80_5-MS03",7883.052212
"985","RM80_5-MS04",7077.079613
"986","RM80_5-MS05",6024.152281
"987","RM80_5-MS06",2427.89523676667
"988","RM80_5-MS07",740.6474479
"989","RM80_5-MS08",8167.34282066667
"990","RM80_5-MS09",11931.38141
"991","RM80_5-MS10",17639.309174
"992","RM80_5-MS11",139549.2513
"993","RM80_5-MS12",38207.9786066667
"994","RM80_5-MS13",60119.804206
"995","RM80_5-MS14",87366.858474
"996","RM80_5-MS15",98653.77787
"997","RM80_5-MS16",91224.52302
"998","RM80_5-RM61",32579.71047
"999","RM80_5-RM71",15594.63839
"1000","RM80_5-RM80_5",0
"1001","RM80_5-RM88",10215.78147
"1002","RM80_5-Rstr",109982.4501
"1003","RM80_5-SacMouth",99695.08529
"1004","RM80_5-Sacramento_Release",20971.34177
"1005","RM80_5-Steamboat",81349.42213
"1006","RM80_5-Sutter",76271.11287
"1007","RM80_5-UpperMiner",85424.6502
"1008","RM80_5-Yolo_Release",148368.3541
"1009","RM88-Base_TD",112505.91505
"1010","RM88-BaseSteamboat",106954.468
"1011","RM88-BC_joint",115574.541983333
"1012","RM88-Chipps",138455.166147917
"1013","RM88-Georgiana",98677.75963
"1014","RM88-I_80_1",145604.5656
"1015","RM88-KLB",4040.59953425
"1016","RM88-Lisbon",134757.865
"1017","RM88-Miner",104396.1711
"1018","RM88-MS01",2239.828724875
"1019","RM88-MS02",879.025338475
"1020","RM88-MS03",2332.72925416667
"1021","RM88-MS04",3138.701853375
"1022","RM88-MS05",4191.629185375
"1023","RM88-MS06",7787.88622966667
"1024","RM88-MS07",10956.42891375
"1025","RM88-MS08",18383.1242866667
"1026","RM88-MS09",22147.162875
"1027","RM88-MS10",27855.090639
"1028","RM88-MS11",149765.0328
"1029","RM88-MS12",48423.7600766667
"1030","RM88-MS13",70335.585672
"1031","RM88-MS14",97582.63994
"1032","RM88-MS15",108869.5593
"1033","RM88-MS16",101440.3045
"1034","RM88-RM61",42795.491935
"1035","RM88-RM71",25810.4198575
"1036","RM88-RM80_5",10215.78147
"1037","RM88-RM88",7.9394988
"1038","RM88-Rstr",120198.23155
"1039","RM88-SacMouth",109910.8668
"1040","RM88-Sacramento_Release",10755.560305
"1041","RM88-Steamboat",91565.2036
"1042","RM88-Sutter",86486.89434
"1043","RM88-UpperMiner",95640.43167
"1044","RM88-Yolo_Release",158584.1356
"1045","Rstr-Base_TD",14320.8039915
"1046","Rstr-BaseSteamboat",21346.508295
"1047","Rstr-BC_joint",20128.3134391667
"1048","Rstr-Chipps",51876.4472952083
"1049","Rstr-Georgiana",41774.27124
"1050","Rstr-I_80_1",25406.334005
"1051","Rstr-KLB",124238.8311
"1052","Rstr-Lisbon",14559.63346
"1053","Rstr-Miner",15802.060485
"1054","Rstr-MS01",122438.0603125
"1055","Rstr-MS02",119319.206225
"1056","Rstr-MS03",117865.502333333
"1057","Rstr-MS04",117059.529725
"1058","Rstr-MS05",116006.6023875
"1059","Rstr-MS06",112410.34535
"1060","Rstr-MS07",109241.8026625
"1061","Rstr-MS08",101815.107283333
"1062","Rstr-MS09",98051.0687
"1063","Rstr-MS10",92343.140937
"1064","Rstr-MS11",29566.80121
"1065","Rstr-MS12",71774.4715016667
"1066","Rstr-MS13",49862.645905
"1067","Rstr-MS14",39633.381531
"1068","Rstr-MS15",53902.44499
"1069","Rstr-MS16",26860.67185
"1070","Rstr-RM61",77402.73964
"1071","Rstr-RM71",94387.81172
"1072","Rstr-RM80_5",109982.4501
"1073","Rstr-RM88",120198.23155
"1074","Rstr-Rstr",5.60193182
"1075","Rstr-SacMouth",23332.14791
"1076","Rstr-Sacramento_Release",130953.79185
"1077","Rstr-Steamboat",35262.67677
"1078","Rstr-Sutter",33711.337235
"1079","Rstr-UpperMiner",24557.79991
"1080","Rstr-Yolo_Release",38385.904
"1081","SacMouth-Base_TD",15639.83136
"1082","SacMouth-BaseSteamboat",2956.398721
"1083","SacMouth-BC_joint",18416.9952783333
"1084","SacMouth-Chipps",32001.3175629167
"1085","SacMouth-Georgiana",18442.12333
"1086","SacMouth-I_80_1",48738.48191
"1087","SacMouth-KLB",113951.4663
"1088","SacMouth-Lisbon",37891.78137
"1089","SacMouth-Miner",9431.804731
"1090","SacMouth-MS01",112150.695475
"1091","SacMouth-MS02",109031.841425
"1092","SacMouth-MS03",107578.1375
"1093","SacMouth-MS04",106772.164925
"1094","SacMouth-MS05",105719.2376
"1095","SacMouth-MS06",102122.9805
"1096","SacMouth-MS07",98954.4378475
"1097","SacMouth-MS08",91527.7424733333
"1098","SacMouth-MS09",87763.70388
"1099","SacMouth-MS10",82055.776122
"1100","SacMouth-MS11",52898.94912
"1101","SacMouth-MS12",61487.1066833333
"1102","SacMouth-MS13",39575.28109
"1103","SacMouth-MS14",20066.864724
"1104","SacMouth-MS15",30570.29708
"1105","SacMouth-MS16",8470.562276
"1106","SacMouth-RM61",67115.37483
"1107","SacMouth-RM71",84100.446905
"1108","SacMouth-RM80_5",99695.08529
"1109","SacMouth-RM88",109910.8668
"1110","SacMouth-Rstr",23332.14791
"1111","SacMouth-SacMouth",0
"1112","SacMouth-Sacramento_Release",120666.4271
"1113","SacMouth-Steamboat",18345.66316
"1114","SacMouth-Sutter",23985.93287
"1115","SacMouth-UpperMiner",18187.54415
"1116","SacMouth-Yolo_Release",61718.05191
"1117","Sacramento_Release-Base_TD",123261.47535
"1118","Sacramento_Release-BaseSteamboat",117710.0283
"1119","Sacramento_Release-BC_joint",126330.102283333
"1120","Sacramento_Release-Chipps",149210.72645
"1121","Sacramento_Release-Georgiana",109433.3199
"1122","Sacramento_Release-I_80_1",156360.1259
"1123","Sacramento_Release-KLB",6714.9607695
"1124","Sacramento_Release-Lisbon",145513.4253
"1125","Sacramento_Release-Miner",115151.7314
"1126","Sacramento_Release-MS01",8515.731579
"1127","Sacramento_Release-MS02",11634.58564
"1128","Sacramento_Release-MS03",13088.2895566667
"1129","Sacramento_Release-MS04",13894.262155
"1130","Sacramento_Release-MS05",14947.1894875
"1131","Sacramento_Release-MS06",18543.4465366667
"1132","Sacramento_Release-MS07",21711.98922
"1133","Sacramento_Release-MS08",29138.6845933333
"1134","Sacramento_Release-MS09",32902.72318
"1135","Sacramento_Release-MS10",38610.650944
"1136","Sacramento_Release-MS11",160520.5931
"1137","Sacramento_Release-MS12",59179.32038
"1138","Sacramento_Release-MS13",81091.145976
"1139","Sacramento_Release-MS14",108338.200234
"1140","Sacramento_Release-MS15",119625.1196
"1141","Sacramento_Release-MS16",112195.8648
"1142","Sacramento_Release-RM61",53551.05224
"1143","Sacramento_Release-RM71",36565.98016
"1144","Sacramento_Release-RM80_5",20971.34177
"1145","Sacramento_Release-RM88",10755.560305
"1146","Sacramento_Release-Rstr",130953.79185
"1147","Sacramento_Release-SacMouth",120666.4271
"1148","Sacramento_Release-Sacramento_Release",0
"1149","Sacramento_Release-Steamboat",102320.7639
"1150","Sacramento_Release-Sutter",97242.45464
"1151","Sacramento_Release-UpperMiner",106395.992
"1152","Sacramento_Release-Yolo_Release",169339.6959
"1153","Steamboat-Base_TD",27570.36022
"1154","Steamboat-BaseSteamboat",15389.26444
"1155","Steamboat-BC_joint",30638.9871583333
"1156","Steamboat-Chipps",46889.9625454167
"1157","Steamboat-Georgiana",12609.89362
"1158","Steamboat-I_80_1",60669.01078
"1159","Steamboat-KLB",95605.803135
"1160","Steamboat-Lisbon",49822.31023
"1161","Steamboat-Miner",19460.61629
"1162","Steamboat-MS01",93805.032325
"1163","Steamboat-MS02",90686.17826
"1164","Steamboat-MS03",89232.4743433333
"1165","Steamboat-MS04",88426.5017475
"1166","Steamboat-MS05",87373.574415
"1167","Steamboat-MS06",83777.3173733333
"1168","Steamboat-MS07",80608.7746825
"1169","Steamboat-MS08",73182.0793133333
"1170","Steamboat-MS09",69418.04072
"1171","Steamboat-MS10",63710.112962
"1172","Steamboat-MS11",64829.47798
"1173","Steamboat-MS12",43141.4435233333
"1174","Steamboat-MS13",21229.617928
"1175","Steamboat-MS14",11459.554691
"1176","Steamboat-MS15",22801.69333
"1177","Steamboat-MS16",9875.100885
"1178","Steamboat-RM61",48769.71167
"1179","Steamboat-RM71",65754.783745
"1180","Steamboat-RM80_5",81349.42213
"1181","Steamboat-RM88",91565.2036
"1182","Steamboat-Rstr",35262.67677
"1183","Steamboat-SacMouth",18345.66316
"1184","Steamboat-Sacramento_Release",102320.7639
"1185","Steamboat-Steamboat",0
"1186","Steamboat-Sutter",5640.269706
"1187","Steamboat-UpperMiner",10704.87686
"1188","Steamboat-Yolo_Release",73648.58077
"1189","Sutter-Base_TD",26019.02068
"1190","Sutter-BaseSteamboat",21029.53415
"1191","Sutter-BC_joint",29087.64762
"1192","Sutter-Chipps",52530.2322541667
"1193","Sutter-Georgiana",12752.82574
"1194","Sutter-I_80_1",59117.67124
"1195","Sutter-KLB",90527.493875
"1196","Sutter-Lisbon",48270.9707
"1197","Sutter-Miner",17909.27675
"1198","Sutter-MS01",88726.723065
"1199","Sutter-MS02",85607.8690025
"1200","Sutter-MS03",84154.1650833333
"1201","Sutter-MS04",83348.1924875
"1202","Sutter-MS05",82295.265155
"1203","Sutter-MS06",78699.0081133333
"1204","Sutter-MS07",75530.4654275
"1205","Sutter-MS08",68103.7700533333
"1206","Sutter-MS09",64339.73146
"1207","Sutter-MS10",58631.803702
"1208","Sutter-MS11",63278.13844
"1209","Sutter-MS12",38063.1342633333
"1210","Sutter-MS13",16151.30867
"1211","Sutter-MS14",11545.31395614
"1212","Sutter-MS15",22944.62545
"1213","Sutter-MS16",15515.37059
"1214","Sutter-RM61",43691.40241
"1215","Sutter-RM71",60676.474485
"1216","Sutter-RM80_5",76271.11287
"1217","Sutter-RM88",86486.89434
"1218","Sutter-Rstr",33711.337235
"1219","Sutter-SacMouth",23985.93287
"1220","Sutter-Sacramento_Release",97242.45464
"1221","Sutter-Steamboat",5640.269706
"1222","Sutter-Sutter",0
"1223","Sutter-UpperMiner",9153.537328
"1224","Sutter-Yolo_Release",72097.24124
"1225","UpperMiner-Base_TD",16865.483355
"1226","UpperMiner-BaseSteamboat",16201.90454
"1227","UpperMiner-BC_joint",19934.1102933333
"1228","UpperMiner-Chipps",46731.8435429167
"1229","UpperMiner-Georgiana",21906.36307
"1230","UpperMiner-I_80_1",49964.13391
"1231","UpperMiner-KLB",99681.031205
"1232","UpperMiner-Lisbon",39117.43337
"1233","UpperMiner-Miner",8755.739424
"1234","UpperMiner-MS01",97880.260395
"1235","UpperMiner-MS02",94761.40633
"1236","UpperMiner-MS03",93307.7024133333
"1237","UpperMiner-MS04",92501.729815
"1238","UpperMiner-MS05",91448.802485
"1239","UpperMiner-MS06",87852.5454433333
"1240","UpperMiner-MS07",84684.0027525
"1241","UpperMiner-MS08",77257.3073833333
"1242","UpperMiner-MS09",73493.26879
"1243","UpperMiner-MS10",67785.34103
"1244","UpperMiner-MS11",54124.60111
"1245","UpperMiner-MS12",47216.6715933333
"1246","UpperMiner-MS13",25304.845996
"1247","UpperMiner-MS14",18045.7715868
"1248","UpperMiner-MS15",32098.16277
"1249","UpperMiner-MS16",11682.88306
"1250","UpperMiner-RM61",52844.93973
"1251","UpperMiner-RM71",69830.01181
"1252","UpperMiner-RM80_5",85424.6502
"1253","UpperMiner-RM88",95640.43167
"1254","UpperMiner-Rstr",24557.79991
"1255","UpperMiner-SacMouth",18187.54415
"1256","UpperMiner-Sacramento_Release",106395.992
"1257","UpperMiner-Steamboat",10704.87686
"1258","UpperMiner-Sutter",9153.537328
"1259","UpperMiner-UpperMiner",0
"1260","UpperMiner-Yolo_Release",62943.70391
"1261","Yolo_Release-Base_TD",52706.70799
"1262","Yolo_Release-BaseSteamboat",59732.41229
"1263","Yolo_Release-BC_joint",53187.823095
"1264","Yolo_Release-Chipps",90262.3512954167
"1265","Yolo_Release-Georgiana",80160.17524
"1266","Yolo_Release-I_80_1",12979.56999
"1267","Yolo_Release-KLB",162624.7351
"1268","Yolo_Release-Lisbon",23826.27054
"1269","Yolo_Release-Miner",54187.96448
"1270","Yolo_Release-MS01",160823.964275
"1271","Yolo_Release-MS02",157705.11025
"1272","Yolo_Release-MS03",156251.4063
"1273","Yolo_Release-MS04",155445.433725
"1274","Yolo_Release-MS05",154392.5064
"1275","Yolo_Release-MS06",150796.249366667
"1276","Yolo_Release-MS07",147627.70665
"1277","Yolo_Release-MS08",140201.011266667
"1278","Yolo_Release-MS09",136436.9727
"1279","Yolo_Release-MS10",130729.04494
"1280","Yolo_Release-MS11",8819.102792
"1281","Yolo_Release-MS12",110160.3755
"1282","Yolo_Release-MS13",88248.549904
"1283","Yolo_Release-MS14",78019.28553
"1284","Yolo_Release-MS15",92288.34899
"1285","Yolo_Release-MS16",65246.57585
"1286","Yolo_Release-RM61",115788.6436
"1287","Yolo_Release-RM71",132773.71575
"1288","Yolo_Release-RM80_5",148368.3541
"1289","Yolo_Release-RM88",158584.1356
"1290","Yolo_Release-Rstr",38385.904
"1291","Yolo_Release-SacMouth",61718.05191
"1292","Yolo_Release-Sacramento_Release",169339.6959
"1293","Yolo_Release-Steamboat",73648.58077
"1294","Yolo_Release-Sutter",72097.24124
"1295","Yolo_Release-UpperMiner",62943.70391
"1296","Yolo_Release-Yolo_Release",0
